ID de Filme,T+AO0-tulo,Ano de Lan+AOc-amento,G+AOo-nero 1,G+AOo-nero 2,Classifica+AOcA4w-o,Dura+AOcA4w-o,Diretor,Diretor Ganhou Oscar ?,Pa+AO0-s de Origem,Or+AOc-amento (+ACQ-),Ator Principal,Ator Principal Ganhou Oscar,Avalia+AOcA4w-o IMDB,Filme Ganhou Oscar
3044,Dead Again,1991,Thriller,Mystery,Rated R for language and violence,107,Kenneth Branagh,Nao,USA,15000000,Kenneth Branagh,Nao,7.0,Nao
3046,Incredibly True Adventure of Two Girls in Love,1995,Comedy,Romance,Rated R for a strong sex scene involving teen girlsand for language and some drug use,94,Maria Maggenti,Nao,USA,250000,Laurel Holloman,Nao,6.5,Nao
3051,Anywhere But Here,1999,Drama,?,Rated PG+AC0-13 for sex+AC0-related material,114,Wayne Wang,Nao,USA,23000000,Susan Sarandon,Sim,6.2,Nao
3052,Dogma,1999,Comedy,?,18,130,Kevin Smith,Nao,USA,10000000,Ben Affleck,Nao,7.4,Nao
3053,Messenger: The Story of Joan of Arc,1999,Drama,War,Rated R for strong graphic battles a rape and some language,158,Luc Besson,Nao,France,85000000,Milla Jovovich,Nao,6.4,Nao
3060,Commitments,1991,Drama,Comedy,Rated R for language,118,Alan Parker,Nao,Ireland,?,Robert Arkins,Nao,7.6,Nao
3062,Longest Day,1962,Drama,War,?,178,Ken Annakin,Nao,USA,10000000,John Wayne,Sim,7.8,Sim
3067,Women on the Verge of a Nervous Breakdown,1988,Drama,Comedy,Livre,88,Pedro Almodovar,Nao,Spain,700000,Carmen Maura,Nao,7.6,Nao
3068,Verdict,1982,Drama,?,?,129,Sidney Lumet,Nao,USA,16000000,Paul Newman,Sim,7.8,Nao
3070,Adventures of Buckaroo Bonzai Across the 8th Dimension,1984,Sci+AC0-Fi,Adventure,?,103,W.D. Richter,Nao,USA,?,Peter Weller,Nao,6.4,Nao
3072,Moonstruck,1987,Comedy,?,?,102,Norman Jewison,Nao,USA,15000000,Cher,Sim,7.1,Sim
3074,Jeremiah Johnson,1972,Western,?,GP,108,Sydney Pollack,Sim,USA,3100000,Robert Redford,Nao,7.6,Nao
3079,Mansfield Park,1999,Drama,?,Rated PG+AC0-13 for brief violent imagessexual content and drug use,112,Patricia Rozema,Nao,UK,?,Frances O'Connor,Nao,7.1,Nao
3081,Sleepy Hollow,1999,Horror,Romance,18,105,Tim Burton,Nao,USA,100000000,Johnny Depp,Nao,7.4,Sim
3082,World Is Not Enough,1999,Action,Thriller,12,128,Michael Apted,Nao,UK,135000000,Pierce Brosnan,Nao,6.4,Nao
3083,All About My Mother,1999,Drama,Comedy,14,101,Pedro Almodovar,Nao,Spain,?,Cecilia Roth,Nao,7.9,Sim
3088,Harvey,1950,Comedy,?,?,104,Henry Koster,Nao,USA,?,James Stewart,Sim,8.0,Sim
3091,Kagemusha,1980,Drama,War,?,180,Akira Kurosawa,Nao,Japan,6000000,Tatsuya Nakadai,Nao,8.0,Nao
3095,Grapes of Wrath,1940,Drama,?,12,129,John Ford,Sim,USA,800000,Henry Fonda,Sim,8.1,Sim
3096,My Man Godfrey,1957,Comedy,?,?,92,Henry Koster,Nao,USA,?,June Allyson,Nao,6.3,Nao
3098,Natural,1984,Drama,?,14,138,Barry Levinson,Sim,USA,28000000,Robert Redford,Nao,7.5,Nao
3100,River Runs Through It,1992,Drama,?,12,123,Robert Redford,Sim,USA,?,Craig Sheffer,Nao,7.3,Sim
3101,Fatal Attraction,1987,Thriller,?,18,119,Adrian Lyne,Nao,USA,14000000,Michael Douglas,Sim,6.9,Nao
3103,Stanley +ACY- Iris,1990,Drama,Romance,?,104,Martin Ritt,Nao,USA,23000000,Jane Fonda,Sim,6.3,Nao
3104,Midnight Run,1988,Comedy,Action,?,126,Martin Brest,Nao,USA,30000000,Robert De Niro,Sim,7.6,Nao
3105,Awakenings,1990,Drama,?,?,121,Penny Marshall,Nao,USA,?,Robert De Niro,Sim,7.8,Nao
3107,Backdraft,1991,Drama,Action,Rated R for language and a scene of sensuality,137,Ron Howard,Sim,USA,75000000,Kurt Russell,Nao,6.7,Nao
3108,Fisher King,1991,Drama,Romance,Rated R for language and violence,137,Terry Gilliam,Nao,USA,24000000,Jeff Bridges,Sim,7.6,Sim
3109,River,1984,Drama,?,?,124,Mark Rydell,Nao,USA,18000000,Mel Gibson,Nao,6.3,Nao
3110,Country,1984,Drama,?,?,105,Richard Pearce,Nao,USA,?,Jessica Lange,Sim,6.8,Nao
3111,Places in the Heart,1984,Drama,?,?,111,Robert Benton,Sim,USA,?,Sally Field,Sim,7.3,Sim
3113,End of Days,1999,Action,Thriller,16,121,Peter Hyams,Nao,USA,100000000,Arnold Schwarzenegger,Nao,5.7,Nao
3114,Toy Story 2,1999,Animation,Family,Livre,92,John Lasseter,Nao,USA,90000000,Tom Hanks,Sim,7.9,Nao
3120,Distinguished Gentleman,1992,Comedy,?,Rated R for language and a scene of sexuality,112,Jonathan Lynn,Nao,USA,50000000,Eddie Murphy,Nao,5.8,Nao
3121,Hitch+AC0-Hiker,1953,Film+AC0-Noir,?,?,71,Ida Lupino,Nao,USA,?,Edmond O'Brien,Sim,7.0,Nao
3129,Sweet and Lowdown,1999,Drama,Comedy,Rated PG+AC0-13 for sexual content and some substance abuse,95,Woody Allen,Sim,USA,29750000,Sean Penn,Sim,7.3,Nao
3132,Daddy Long Legs,1919,Comedy,?,?,126,Jean Negulesco,Nao,USA,?,Fred Astaire,Nao,6.7,Nao
3142,U2: Rattle and Hum,1988,Documentary,?,?,99,Phil Joanou,Nao,USA,?,Bono,Nao,7.4,Nao
3145,Cradle Will Rock,1999,Drama,?,Rated R for some language and sexuality,132,Tim Robbins,Nao,USA,32000000,Hank Azaria,Nao,6.9,Nao
3146,Deuce Bigalow: Male Gigolo,1999,Comedy,?,Rated R for sexual contentlanguage and crude humor,88,Mike Mitchell,Nao,USA,17000000,Rob Schneider,Nao,5.7,Nao
3147,Green Mile,1999,Drama,Thriller,14,189,Frank Darabont,Nao,USA,60000000,Tom Hanks,Sim,8.5,Nao
3148,Cider House Rules,1999,Drama,?,14,126,Lasse Hallstrom,Nao,USA,24000000,Tobey Maguire,Nao,7.4,Sim
3152,Last Picture Show,1971,Drama,?,14,118,Peter Bogdanovich,Nao,USA,1300000,Timothy Bottoms,Nao,8.1,Sim
3153,7th Voyage of Sinbad,1958,Action,Adventure,?,88,Nathan Juran,Nao,UK,650000,Kerwin Mathews,Nao,7.2,Nao
3155,Anna and the King,1999,Drama,Romance,Rated PG+AC0-13 for some intense violent sequences,148,Andy Tennant,Nao,USA,92000000,Jodie Foster,Sim,6.7,Nao
3156,Bicentennial Man,1999,Drama,Sci+AC0-Fi,Livre,132,Chris Columbus,Nao,USA,100000000,Robin Williams,Sim,6.8,Nao
3157,Stuart Little,1999,Family,Comedy,Livre,84,Rob Minkoff,Nao,Germany,133000000,Michael J. Fox,Nao,5.9,Nao
3159,Fantasia 2000,1999,Animation,Family,Livre,75,James Algar,Nao,USA,80000000,James Levine,Nao,7.2,Nao
3160,Magnolia,1999,Drama,?,14,188,Paul Thomas Anderson,Nao,USA,37000000,Tom Cruise,Nao,8.0,Nao
3163,Topsy+AC0-Turvy,1999,Drama,?,Rated R for a scene of risque nudity,154,Mike Leigh,Nao,UK,?,Jim Broadbent,Sim,7.4,Sim
3167,Carnal Knowledge,1971,Drama,?,?,98,Mike Nichols,Sim,USA,?,Jack Nicholson,Sim,7.0,Nao
3168,Easy Rider,1969,Drama,Adventure,16,95,Dennis Hopper,Nao,USA,400000,Peter Fonda,Nao,7.4,Nao
3173,Any Given Sunday,1999,Drama,?,18,162,Oliver Stone,Sim,USA,55000000,Al Pacino,Sim,6.8,Nao
3174,Man on the Moon,1999,Drama,Comedy,Rated R for language and brief sexuality/nudity,118,Milos Forman,Sim,UK,82000000,Jim Carrey,Nao,7.4,Nao
3175,Galaxy Quest,1999,Sci+AC0-Fi,Adventure,Rated PG for some action violence mild language and sensuality,102,Dean Parisot,Nao,USA,45000000,Tim Allen,Nao,7.3,Nao
3176,Talented Mr. Ripley,1999,Drama,Thriller,14,139,Anthony Minghella,Sim,USA,40000000,Matt Damon,Nao,7.3,Nao
3178,Hurricane,1999,Drama,?,Rated R for language and some violence,146,Norman Jewison,Nao,USA,50000000,Denzel Washington,Sim,7.6,Nao
3179,Angela's Ashes,1999,Drama,?,Rated R for sexual content and some language,145,Alan Parker,Nao,USA,50000000,Emily Watson,Nao,7.3,Nao
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.,1999,Documentary,?,Rated PG+AC0-13 for thematic elements,91,Errol Morris,Nao,UK,?,Fred A. Leuchter Jr.,Nao,7.5,Nao
3185,Snow Falling on Cedars,1999,Drama,?,Rated PG+AC0-13 for disturbing images sensuality and brief strong language,127,Scott Hicks,Nao,USA,35000000,Ethan Hawke,Nao,6.8,Nao
3189,My Dog Skip,2000,Comedy,?,Rated PG for some violent content and mild language,95,Jay Russell,Nao,USA,6000000,Frankie Muniz,Nao,7.0,Nao
3196,Stalag 17,1953,Drama,War,?,120,Billy Wilder,Sim,USA,1661530,William Holden,Sim,8.0,Sim
3197,Presidio,1988,Action,?,?,97,Peter Hyams,Nao,USA,?,Sean Connery,Sim,6.0,Nao
3198,Papillon,1973,Drama,?,Livre,151,Franklin J. Schaffner,Sim,France,12000000,Steve McQueen,Nao,8.0,Nao
3200,Last Detail,1973,Drama,Comedy,?,104,Hal Ashby,Nao,USA,2300000,Jack Nicholson,Sim,7.6,Nao
3201,Five Easy Pieces,1970,Drama,?,?,98,Bob Rafelson,Nao,USA,1600000,Jack Nicholson,Sim,7.5,Nao
3203,Dead Calm,1989,Thriller,?,?,96,Phillip Noyce,Nao,Australia,?,Nicole Kidman,Sim,6.8,Nao
3208,Loaded Weapon 1,1993,Comedy,Action,Rated PG+AC0-13 for ribald humor and drug references,84,Gene Quintano,Nao,USA,8200000,Emilio Estevez,Nao,6.1,Nao
3210,Fast Times at Ridgemont High,1982,Comedy,?,?,90,Amy Heckerling,Nao,USA,4500000,Sean Penn,Sim,7.2,Nao
3213,Batman: Mask of the Phantasm,1993,Animation,Family,Livre,76,Eric Radomski,Nao,USA,6000000,Kevin Conroy,Nao,7.9,Nao
3243,Encino Man,1992,Comedy,?,Rated PG for mild language and sensuality,88,Les Mayfield,Nao,USA,7000000,Sean Astin,Nao,5.7,Nao
3244,Goodbye Girl,1977,Comedy,Romance,?,111,Herbert Ross,Nao,USA,?,Richard Dreyfuss,Sim,7.4,Sim
3246,Malcolm X,1992,Drama,?,Rated PG+AC0-13 for a scene of violenceand for drugs and some language,202,Spike Lee,Nao,USA,33000000,Denzel Washington,Sim,7.7,Nao
3247,Sister Act,1992,Comedy,Crime,Rated PG for mild violence and language,100,Emile Ardolino,Nao,USA,31000000,Whoopi Goldberg,Sim,6.3,Nao
3249,Hand That Rocks the Cradle,1992,Thriller,?,Rated R for terrorviolencea scene of sexual molestationand for language,110,Curtis Hanson,Nao,USA,11700000,Annabella Sciorra,Nao,6.6,Nao
3251,Agnes of God,1985,Drama,Mystery,?,98,Norman Jewison,Nao,USA,?,Jane Fonda,Sim,6.6,Nao
3252,Scent of a Woman,1992,Drama,?,Livre,156,Martin Brest,Nao,USA,31000000,Al Pacino,Sim,8.0,Sim
3253,Wayne's World,1992,Comedy,?,Rated PG+AC0-13 for sex related dialogue,94,Penelope Spheeris,Nao,USA,20000000,Mike Myers,Nao,7.0,Nao
3254,Wayne's World 2,1993,Comedy,?,Rated PG+AC0-13 for ribald humor,95,Stephen Surjik,Nao,USA,40000000,Mike Myers,Nao,6.1,Nao
3255,League of Their Own,1992,Drama,Comedy,Rated PG for language,128,Penny Marshall,Nao,USA,40000000,Tom Hanks,Sim,7.2,Nao
3256,Patriot Games,1992,Action,Thriller,12,117,Phillip Noyce,Nao,USA,45000000,Harrison Ford,Nao,6.9,Nao
3257,Bodyguard,1992,Drama,Romance,Rated R for language,129,Mick Jackson,Nao,USA,25000000,Kevin Costner,Nao,6.2,Nao
3258,Death Becomes Her,1992,Comedy,?,12,104,Robert Zemeckis,Sim,USA,55000000,Meryl Streep,Sim,6.4,Sim
3259,Far and Away,1992,Drama,Romance,Rated PG+AC0-13 for some violence and sensuality,140,Ron Howard,Sim,USA,60000000,Tom Cruise,Nao,6.5,Nao
3260,Howards End,1992,Drama,?,Rated PG for mild languageviolence and sensuality,140,James Ivory,Nao,UK,?,Anthony Hopkins,Sim,7.5,Sim
3263,White Men Can't Jump,1992,Comedy,?,Rated R for language and sexuality,115,Ron Shelton,Nao,USA,?,Wesley Snipes,Nao,6.7,Nao
3264,Buffy the Vampire Slayer,1992,Horror,Comedy,Rated PG+AC0-13 for comic vampire violence and drug references,86,Fran Rubel Kuzui,Nao,USA,7000000,Kristy Swanson,Nao,5.6,Nao
3265,Hard+AC0-Boiled,1992,Action,Crime,Rated R for pervasive violence and some language,128,John Woo,Nao,Hong Kong,4500000,Yun+AC0-Fat Chow,Nao,7.9,Nao
3266,Man Bites Dog,1992,Drama,Action,Rated NC+AC0-17 for strong graphic violence,95,Remy Belvaux,Nao,Belgium,?,Benoit Poelvoorde,Nao,7.6,Nao
3267,Mariachi,1992,Action,Thriller,14,81,Robert Rodriguez,Nao,USA,7000,Carlos Gallardo,Nao,6.9,Nao
3268,Stop+ACE- Or My Mom Will Shoot,1992,Comedy,Action,Rated PG+AC0-13 for a scene of nudity,87,Roger Spottiswoode,Nao,USA,45000000,Sylvester Stallone,Nao,4.1,Nao
3269,Forever Young,1992,Sci+AC0-Fi,Adventure,Rated PG for some language and domestic conflict,102,Steve Miner,Nao,USA,?,Mel Gibson,Nao,6.2,Nao
3273,Scream 3,2000,Horror,Thriller,14,116,Wes Craven,Nao,USA,40000000,David Arquette,Nao,5.5,Nao
3281,Brandon Teena Story,1998,Documentary,?,?,89,Susan Muska,Nao,USA,?,Daphne,Nao,7.3,Nao
3285,Beach,2000,Drama,Adventure,18,119,Danny Boyle,Sim,USA,50000000,Leonardo DiCaprio,Sim,6.6,Nao
3286,Snow Day,2000,Comedy,?,Rated PG for brief mild peril and language,89,Chris Koch,Nao,USA,13000000,Chevy Chase,Nao,5.0,Nao
3296,To Sir with Love,1967,Drama,?,?,105,James Clavell,Nao,UK,640000,Sidney Poitier,Sim,7.7,Nao
3300,Pitch Black,2000,Sci+AC0-Fi,Action,Rated R for sci+AC0-fi violence and gore and for language,109,David Twohy,Nao,USA,23000000,Radha Mitchell,Nao,7.1,Nao
3307,City Lights,1931,Drama,Romance,G,87,Charles Chaplin,Sim,USA,1500000,Charles Chaplin,Sim,8.6,Nao
3308,Flamingo Kid,1984,Drama,Comedy,?,100,Garry Marshall,Nao,USA,?,Matt Dillon,Nao,6.2,Nao
3317,Wonder Boys,2000,Drama,Comedy,Rated R for language and drug content,107,Curtis Hanson,Nao,USA,55000000,Michael Douglas,Sim,7.4,Sim
3325,Next Best Thing,2000,Drama,Comedy,Rated PG+AC0-13 for mature thematic elements sexual content partial nudity and language,108,John Schlesinger,Sim,USA,25000000,Madonna,Nao,4.7,Nao
3328,Ghost Dog: The Way of the Samurai,1999,Drama,Crime,Rated R for strong violence and language,116,Jim Jarmusch,Nao,France,?,Forest Whitaker,Sim,7.5,Nao
3330,Splendor in the Grass,1961,Drama,?,?,124,Elia Kazan,Sim,USA,?,Natalie Wood,Nao,7.8,Sim
3334,Key Largo,1948,Drama,Thriller,?,100,John Huston,Sim,USA,?,Humphrey Bogart,Sim,7.9,Sim
3341,Born Yesterday,1950,Comedy,?,?,103,George Cukor,Sim,USA,?,Judy Holliday,Sim,7.6,Sim
3349,Perils of Pauline,1947,Comedy,?,?,96,George Marshall,Nao,USA,?,Betty Hutton,Nao,7.1,Nao
3350,Raisin in the Sun,1961,Drama,?,?,128,Daniel Petrie,Nao,USA,1500000,Sidney Poitier,Sim,8.1,Nao
3354,Mission to Mars,2000,Sci+AC0-Fi,?,14,114,Brian De Palma,Nao,USA,100000000,Tim Robbins,Sim,5.6,Nao
3355,Ninth Gate,2000,Thriller,?,?,?,Gerrard Verhage,Nao,Netherlands,?,Carla Hardy,Nao,7.0,Nao
3358,Defending Your Life,1991,Comedy,Romance,?,112,Albert Brooks,Nao,USA,?,Albert Brooks,Nao,7.3,Nao
3359,Breaking Away,1979,Drama,?,?,101,Peter Yates,Nao,USA,2300000,Dennis Christopher,Nao,7.7,Sim
3360,Hoosiers,1986,Drama,?,?,114,David Anspaugh,Nao,UK,6000000,Gene Hackman,Sim,7.6,Nao
3361,Bull Durham,1988,Comedy,?,16,108,Ron Shelton,Nao,USA,7000000,Kevin Costner,Nao,7.1,Nao
3362,Dog Day Afternoon,1975,Drama,Comedy,14,125,Sidney Lumet,Nao,USA,1800000,Al Pacino,Sim,8.0,Sim
3363,American Graffiti,1973,Drama,Comedy,14,110,George Lucas,Nao,USA,777000,Richard Dreyfuss,Sim,7.5,Nao
3364,Asphalt Jungle,1950,Crime,Film+AC0-Noir,?,112,John Huston,Sim,USA,1232000,Sterling Hayden,Nao,7.9,Nao
3365,Searchers,1956,Western,?,12,119,John Ford,Sim,USA,3750000,John Wayne,Sim,8.0,Nao
3375,Destination Moon,1950,Sci+AC0-Fi,?,?,92,Irving Pichel,Nao,USA,?,John Archer,Nao,6.4,Sim
3379,On the Beach,1959,Drama,?,?,134,Stanley Kramer,Nao,USA,2900000,Gregory Peck,Sim,7.3,Nao
3386,JFK,1991,Drama,Mystery,18,189,Oliver Stone,Sim,France,40000000,Kevin Costner,Nao,8.0,Sim
3388,Harry and the Hendersons,1987,Comedy,?,?,110,William Dear,Nao,USA,?,John Lithgow,Nao,5.9,Sim
3396,Muppet Movie,1979,Family,Comedy,Livre,95,James Frawley,Nao,UK,?,Jim Henson,Nao,7.6,Nao
3397,Great Muppet Caper,1981,Family,Comedy,?,95,Jim Henson,Nao,UK,?,Jim Henson,Nao,7.2,Nao
3398,Muppets Take Manhattan,1984,Family,Comedy,?,94,Frank Oz,Nao,USA,?,Jim Henson,Nao,6.9,Nao
3405,Night to Remember,1958,Drama,Action,?,123,Roy Ward Baker (as Roy Baker),Nao,UK,1680000,Kenneth More,Nao,7.9,Nao
3408,Erin Brockovich,2000,Drama,?,14,131,Steven Soderbergh,Sim,USA,52000000,Julia Roberts,Sim,7.3,Sim
3409,Final Destination,2000,Drama,Thriller,14,98,James Wong,Nao,Canada,23000000,Devon Sawa,Nao,6.7,Nao
3412,Bear,1988,Adventure,?,?,96,Jean+AC0-Jacques Annaud,Nao,France,?,Tcheky Karyo,Nao,7.7,Nao
3414,Love Is a Many+AC0-Splendored Thing,1955,Romance,?,?,102,Henry King,Nao,USA,1780000,William Holden,Sim,6.6,Sim
3417,Crimson Pirate,1952,Sci+AC0-Fi,Adventure,?,105,Robert Siodmak,Nao,USA,1850000,Burt Lancaster,Sim,7.3,Nao
3418,Thelma +ACY- Louise,1991,Drama,Action,14,130,Ridley Scott,Nao,USA,16500000,Susan Sarandon,Sim,7.4,Sim
3420,...And Justice for All,1979,Drama,Thriller,KNT/ENA,119,Norman Jewison,Nao,USA,?,Al Pacino,Sim,7.4,Nao
3421,Animal House,1978,Comedy,?,?,109,John Landis,Nao,USA,3000000,John Belushi,Nao,7.6,Nao
3422,She's Gotta Have It,1986,Comedy,Romance,?,84,Spike Lee,Nao,USA,175000,Tracy Camilla Johns,Nao,6.6,Nao
3423,School Daze,1988,Drama,?,?,121,Spike Lee,Nao,USA,6500000,Laurence Fishburne,Nao,5.8,Nao
3424,Do the Right Thing,1989,Drama,Comedy,14,120,Spike Lee,Nao,USA,6500000,Danny Aiello,Nao,7.9,Nao
3430,Death Wish,1974,Drama,Action,14,93,Michael Winner,Nao,USA,3000000,Charles Bronson,Nao,7.0,Nao
3435,Double Indemnity,1944,Crime,Film+AC0-Noir,?,107,Billy Wilder,Sim,USA,927262,Fred MacMurray,Nao,8.3,Nao
3438,Teenage Mutant Ninja Turtles,1990,Family,Fantasy,?,93,Steve Barron,Nao,USA,13500000,Judith Hoag,Nao,6.7,Nao
3440,Teenage Mutant Ninja Turtles III,1993,Family,Fantasy,Rated PG for swashbuckling violence and mild language,96,Stuart Gillard,Nao,USA,17000000,Elias Koteas,Nao,4.8,Nao
3447,Good Earth,1937,Drama,?,?,138,Sidney Franklin,Nao,USA,2800000,Paul Muni,Sim,7.8,Sim
3448,Good Morning,1987,Drama,War,Livre,121,Barry Levinson,Sim,USA,13000000,Robin Williams,Sim,7.3,Nao
3450,Grumpy Old Men,1993,Comedy,?,Rated PG+AC0-13 for some sexual references,103,Donald Petrie,Nao,USA,?,Jack Lemmon,Sim,6.9,Nao
3451,Guess Who's Coming to Dinner,1967,Drama,Comedy,?,108,Stanley Kramer,Nao,USA,4000000,Spencer Tracy,Sim,7.8,Sim
3457,Waking the Dead,2000,Drama,?,Rated R for sexuality and language,105,Keith Gordon,Nao,USA,8500000,Billy Crudup,Nao,6.7,Nao
3461,Lord of the Flies,1963,Drama,Thriller,?,92,Peter Brook,Nao,UK,250000,James Aubrey,Nao,7.0,Nao
3462,Modern Times,1936,Comedy,?,?,87,Charles Chaplin,Sim,USA,1500000,Charles Chaplin,Sim,8.5,Nao
3466,Heart and Souls,1993,Comedy,Fantasy,Rated PG+AC0-13 for some sensuality,104,Ron Underwood,Nao,USA,?,Robert Downey Jr.,Nao,6.9,Nao
3468,Hustler,1961,Drama,?,12,134,Robert Rossen,Nao,USA,2000000,Paul Newman,Sim,8.0,Sim
3469,Inherit the Wind,1960,Drama,?,?,128,Stanley Kramer,Nao,USA,?,Spencer Tracy,Sim,8.2,Nao
3471,Close Encounters of the Third Kind,1977,Drama,Sci+AC0-Fi,Livre,132,Steven Spielberg,Sim,USA,20000000,Richard Dreyfuss,Sim,7.7,Sim
3475,Place in the Sun,1951,Drama,Romance,?,122,George Stevens,Sim,USA,2295304,Montgomery Clift,Nao,7.8,Sim
3476,Jacob's Ladder,1990,Horror,Thriller,?,113,Adrian Lyne,Nao,USA,25000000,Tim Robbins,Sim,7.5,Nao
3478,Bamba,1987,Drama,?,?,108,Luis Valdez,Nao,USA,6500000,Lou Diamond Phillips,Nao,6.8,Nao
3479,Ladyhawke,1985,Adventure,Fantasy,Livre,121,Richard Donner,Nao,USA,20000000,Matthew Broderick,Nao,7.0,Nao
3481,High Fidelity,2000,Comedy,?,14,113,Stephen Frears,Nao,UK,30000000,John Cusack,Nao,7.5,Nao
3484,Skulls,2000,Thriller,?,Rated PG+AC0-13 for violence and brief sexuality,106,Rob Cohen,Nao,USA,35000000,Joshua Jackson,Nao,5.6,Nao
3489,Hook,1991,Adventure,Fantasy,Livre,142,Steven Spielberg,Sim,USA,70000000,Dustin Hoffman,Sim,6.7,Nao
3498,Midnight Express,1978,Drama,?,18,121,Alan Parker,Nao,UK,1800000,Brad Davis,Nao,7.7,Sim
3499,Misery,1990,Horror,?,?,107,Rob Reiner,Nao,USA,20000000,James Caan,Nao,7.8,Sim
3501,Murphy's Romance,1985,Comedy,Romance,?,107,Martin Ritt,Nao,USA,13000000,Sally Field,Sim,7.0,Nao
3503,Solaris,1972,Drama,Sci+AC0-Fi,?,167,Andrei Tarkovsky (as Andrey Tarkovskiy),Nao,Soviet Union,?,Natalya Bondarchuk,Nao,8.1,Nao
3504,Network,1976,Drama,Comedy,?,121,Sidney Lumet,Nao,USA,3800000,Faye Dunaway,Sim,8.1,Sim
3505,No Way Out,1987,Thriller,?,14,114,Roger Donaldson,Nao,USA,15000000,Kevin Costner,Nao,7.1,Nao
3507,Odd Couple,1968,Comedy,?,?,105,Gene Saks,Nao,USA,1200000,Jack Lemmon,Sim,7.7,Nao
3508,Outlaw Josey Wales,1976,Western,?,?,135,Clint Eastwood,Sim,USA,3700000,Clint Eastwood,Nao,7.9,Nao
3510,Frequency,2000,Drama,Thriller,12,118,Gregory Hoblit,Nao,USA,31000000,Dennis Quaid,Nao,7.4,Nao
3512,Return to Me,2000,Drama,Romance,Rated PG for language and thematic elements,115,Bonnie Hunt,Nao,USA,24000000,David Duchovny,Nao,6.9,Nao
3513,Rules of Engagement,2000,Drama,Thriller,?,22,?,Nao,USA,?,Patrick Warburton,Nao,7.3,Nao
3514,Joe Gould's Secret,2000,Drama,?,12,104,Stanley Tucci,Nao,USA,?,Ian Holm,Nao,6.6,Nao
3516,Bell,1958,Comedy,Romance,?,106,Richard Quine,Nao,USA,?,James Stewart,Sim,6.9,Nao
3518,End of Violence,1997,Drama,Thriller,Rated R for language,122,Wim Wenders,Nao,France,5000000,Traci Lind,Nao,5.6,Nao
3524,Arthur,1981,Comedy,Romance,?,97,Steve Gordon,Nao,USA,7000000,Dudley Moore,Nao,6.9,Sim
3525,Bachelor Party,1984,Comedy,?,12,105,Neal Israel,Nao,USA,?,Tom Hanks,Sim,6.3,Nao
3526,Parenthood,1989,Drama,Comedy,?,124,Ron Howard,Sim,USA,31000000,Steve Martin,Nao,7.0,Nao
3527,Predator,1987,Sci+AC0-Fi,Action,16,107,John McTiernan,Nao,USA,15000000,Arnold Schwarzenegger,Nao,7.8,Nao
3528,Prince of Tides,1991,Drama,Romance,Rated R for a scene of sex+AC0-related violence and for strong language,132,Barbra Streisand,Nao,USA,30000000,Barbra Streisand,Sim,6.7,Nao
3529,Postman Always Rings Twice,1981,Thriller,Crime,?,122,Bob Rafelson,Nao,USA,12000000,Jack Nicholson,Sim,6.6,Nao
3534,28 Days,2000,Comedy,?,Rated PG+AC0-13 for mature thematic elements involving substance abuselanguage and some sensuality,103,Betty Thomas,Nao,USA,43000000,Sandra Bullock,Sim,6.0,Nao
3535,American Psycho,2000,Horror,Comedy,18,102,Mary Harron,Nao,USA,7000000,Christian Bale,Sim,7.6,Nao
3536,Keeping the Faith,2000,Comedy,Romance,14,128,Edward Norton,Nao,USA,29000000,Ben Stiller,Nao,6.4,Nao
3543,Diner,1982,Drama,Comedy,Livre,110,Barry Levinson,Sim,USA,5000000,Steve Guttenberg,Nao,7.2,Nao
3545,Cabaret,1972,Musical,War,?,124,Bob Fosse,Sim,USA,6000000,Liza Minnelli,Sim,7.8,Sim
3546,What Ever Happened to Baby Jane,1962,Drama,Thriller,?,134,Robert Aldrich,Nao,USA,980000,Bette Davis,Sim,8.1,Sim
3548,Auntie Mame,1958,Drama,Comedy,?,143,Morton DaCosta,Nao,USA,2240000,Rosalind Russell,Nao,8.0,Nao
3551,Marathon Man,1976,Thriller,?,14,125,John Schlesinger,Sim,USA,6500000,Dustin Hoffman,Sim,7.5,Nao
3552,Caddyshack,1980,Comedy,?,?,98,Harold Ramis,Nao,USA,6000000,Chevy Chase,Nao,7.3,Nao
3553,Gossip,2000,Drama,Thriller,14,90,Davis Guggenheim,Nao,USA,24000000,James Marsden,Nao,5.9,Nao
3554,Love and Basketball,2000,Drama,Romance,Rated PG+AC0-13 for sexuality and language,124,Gina Prince+AC0-Bythewood,Nao,USA,20000000,Sanaa Lathan,Nao,7.2,Nao
3555,U+AC0-571,2000,Action,Thriller,14,116,Jonathan Mostow,Nao,France,62000000,Matthew McConaughey,Sim,6.6,Sim
3556,Virgin Suicides,1999,Drama,Comedy,16,97,Sofia Coppola,Nao,USA,6000000,Kirsten Dunst,Nao,7.2,Nao
3557,Jennifer 8,1992,Thriller,?,Rated R for violence and terrorand for language and brief nudity,124,Bruce Robinson,Nao,USA,20000000,Andy Garcia,Nao,6.2,Nao
3565,Where the Heart Is,2000,Drama,Comedy,Rated PG+AC0-13 for intense thematic materiallanguage and sexual content,120,Matt Williams,Nao,USA,15000000,Natalie Portman,Sim,6.8,Nao
3576,Hidden,1987,Horror,Action,?,96,Jack Sholder,Nao,USA,?,Kyle MacLachlan,Nao,7.0,Nao
